mr_id,order_id,sku,mr_raised_date,mr_fulfilled_date,shortage_flag,shortage_qty
MR-2023-00162,SO-2023-00162,OUT-FLD-001,2023-02-24 07:11:00,2023-02-24 07:33:00,False,0
MR-2023-00163,SO-2023-00163,IND-BAT-001,2023-02-23 13:22:00,2023-02-23 20:40:00,True,63
MR-2023-00164,SO-2023-00164,IND-COB-001,2023-02-25 11:06:00,2023-02-25 11:38:00,False,0
MR-2023-00165,SO-2023-00165,IND-WGL-001,2023-02-06 12:44:00,2023-02-06 14:22:00,True,3
MR-2023-00166,SO-2023-00166,IND-PAN-001,2023-03-05 13:56:00,2023-03-05 14:29:00,False,0
MR-2023-00167,SO-2023-00167,OUT-FLD-001,2023-02-04 14:52:00,2023-02-04 15:14:00,False,0
MR-2023-00168,SO-2023-00168,IND-BLB-001,2023-02-08 07:00:00,2023-02-08 07:15:00,False,0
MR-2023-00169,SO-2023-00169,IND-BAT-001,2023-02-02 14:24:00,2023-02-02 20:56:00,True,40
MR-2023-00170,SO-2023-00170,OUT-FLD-001,2023-02-18 12:44:00,2023-02-18 13:27:00,False,0
MR-2023-00171,SO-2023-00171,IND-EPL-001,2023-02-04 09:06:00,2023-02-04 14:52:00,True,61
MR-2023-00172,SO-2023-00172,IND-BAT-001,2023-02-16 11:22:00,2023-02-16 11:52:00,False,0
MR-2023-00173,SO-2023-00173,IND-COB-001,2023-02-26 10:06:00,2023-02-26 15:33:00,True,1
MR-2023-00174,SO-2023-00174,IND-WGL-001,2023-02-14 12:08:00,2023-02-14 12:38:00,False,0
MR-2023-00175,SO-2023-00175,OUT-STR-001,2023-02-24 12:56:00,2023-02-24 15:05:00,True,20
MR-2023-00176,SO-2023-00176,IND-COB-001,2023-02-16 07:35:00,2023-02-16 08:07:00,False,0
MR-2023-00177,SO-2023-00177,OUT-FLD-001,2023-02-23 12:15:00,2023-02-23 16:27:00,True,7
MR-2023-00178,SO-2023-00178,IND-BLB-001,2023-03-04 09:43:00,2023-03-04 10:18:00,False,0
MR-2023-00179,SO-2023-00179,IND-COB-001,2023-02-07 12:42:00,2023-02-07 13:26:00,False,0
MR-2023-00180,SO-2023-00180,IND-WGL-001,2023-02-25 08:57:00,2023-02-25 09:36:00,False,0
MR-2023-00181,SO-2023-00181,IND-WGL-001,2023-03-02 07:21:00,2023-03-02 07:46:00,False,0
MR-2023-00182,SO-2023-00182,IND-EPL-001,2023-02-18 08:41:00,2023-02-18 09:13:00,False,0
MR-2023-00183,SO-2023-00183,OUT-FLD-001,2023-03-02 13:15:00,2023-03-02 13:26:00,False,0
MR-2023-00184,SO-2023-00184,IND-EPL-001,2023-02-19 10:55:00,2023-02-19 11:19:00,False,0
MR-2023-00185,SO-2023-00185,IND-BLB-001,2023-03-04 09:18:00,2023-03-04 09:34:00,False,0
MR-2023-00186,SO-2023-00186,OUT-STR-001,2023-02-20 07:23:00,2023-02-20 08:03:00,False,0
MR-2023-00187,SO-2023-00187,IND-WGL-001,2023-02-16 09:09:00,2023-02-16 09:19:00,False,0
MR-2023-00188,SO-2023-00188,OUT-FLD-001,2023-02-12 10:39:00,2023-02-12 12:29:00,True,17
MR-2023-00189,SO-2023-00189,IND-HBU-001,2023-02-17 09:14:00,2023-02-17 09:29:00,False,0
MR-2023-00190,SO-2023-00190,OUT-STR-001,2023-02-05 11:56:00,2023-02-05 12:39:00,False,0
MR-2023-00191,SO-2023-00191,OUT-STR-001,2023-02-11 13:55:00,2023-02-11 14:26:00,False,0
MR-2023-00192,SO-2023-00192,IND-HBU-001,2023-02-25 14:42:00,2023-02-25 14:54:00,False,0
MR-2023-00193,SO-2023-00193,IND-EPL-001,2023-03-03 09:46:00,2023-03-03 10:17:00,False,0
MR-2023-00194,SO-2023-00194,IND-BLB-001,2023-02-18 13:28:00,2023-02-18 14:07:00,False,0
MR-2023-00195,SO-2023-00195,IND-EPL-001,2023-02-05 10:55:00,2023-02-05 11:18:00,False,0
MR-2023-00196,SO-2023-00196,IND-BLB-001,2023-02-28 09:48:00,2023-02-28 16:36:00,True,50
MR-2023-00197,SO-2023-00197,IND-COB-001,2023-02-25 10:03:00,2023-02-25 10:20:00,False,0
MR-2023-00198,SO-2023-00198,OUT-FLD-001,2023-02-24 11:51:00,2023-02-24 12:11:00,False,0
MR-2023-00199,SO-2023-00199,OUT-STR-001,2023-02-11 08:16:00,2023-02-11 08:29:00,False,0
MR-2023-00200,SO-2023-00200,IND-WGL-001,2023-02-11 08:04:00,2023-02-11 11:47:00,True,6
MR-2023-00201,SO-2023-00201,IND-WGL-001,2023-02-27 07:37:00,2023-02-27 08:14:00,False,0
MR-2023-00202,SO-2023-00202,IND-PAN-001,2023-02-05 11:45:00,2023-02-05 12:20:00,False,0
MR-2023-00203,SO-2023-00203,IND-BLB-001,2023-02-25 09:02:00,2023-02-25 09:39:00,False,0
MR-2023-00204,SO-2023-00204,IND-HBU-001,2023-03-04 08:45:00,2023-03-04 08:56:00,False,0
MR-2023-00205,SO-2023-00205,IND-HBU-001,2023-03-01 08:38:00,2023-03-01 08:51:00,False,0
MR-2023-00206,SO-2023-00206,IND-PAN-001,2023-02-12 14:53:00,2023-02-12 15:28:00,False,0
MR-2023-00207,SO-2023-00207,IND-WGL-001,2023-02-24 09:27:00,2023-02-24 10:06:00,False,0
MR-2023-00208,SO-2023-00208,IND-PAN-001,2023-03-06 14:02:00,2023-03-06 14:31:00,False,0
MR-2023-00209,SO-2023-00209,IND-WGL-001,2023-02-24 14:15:00,2023-02-24 18:29:00,True,9
MR-2023-00210,SO-2023-00210,IND-PAN-001,2023-02-07 09:00:00,2023-02-07 09:22:00,False,0
MR-2023-00211,SO-2023-00211,IND-HBU-001,2023-02-23 11:31:00,2023-02-23 12:06:00,False,0
MR-2023-00212,SO-2023-00212,IND-HBU-001,2023-02-11 08:32:00,2023-02-11 09:16:00,False,0
MR-2023-00213,SO-2023-00213,IND-PAN-001,2023-02-24 07:03:00,2023-02-24 07:36:00,False,0
MR-2023-00214,SO-2023-00214,OUT-FLD-001,2023-02-18 07:32:00,2023-02-18 13:51:00,True,6
MR-2023-00215,SO-2023-00215,IND-WGL-001,2023-02-04 08:10:00,2023-02-04 08:40:00,False,0
MR-2023-00216,SO-2023-00216,IND-PAN-001,2023-03-05 07:31:00,2023-03-05 07:58:00,False,0
MR-2023-00217,SO-2023-00217,IND-EPL-001,2023-03-06 10:43:00,2023-03-06 11:11:00,False,0
MR-2023-00218,SO-2023-00218,IND-HBU-001,2023-02-04 11:23:00,2023-02-04 11:35:00,False,0
MR-2023-00219,SO-2023-00219,IND-EPL-001,2023-02-17 11:53:00,2023-02-17 12:09:00,False,0
MR-2023-00220,SO-2023-00220,OUT-STR-001,2023-02-11 10:25:00,2023-02-11 10:55:00,False,0
MR-2023-00221,SO-2023-00221,IND-COB-001,2023-02-27 10:29:00,2023-02-27 11:06:00,False,0
MR-2023-00222,SO-2023-00222,OUT-STR-001,2023-03-01 10:23:00,2023-03-01 10:47:00,False,0
MR-2023-00223,SO-2023-00223,OUT-STR-001,2023-02-23 13:37:00,2023-02-23 17:52:00,True,10
MR-2023-00224,SO-2023-00224,IND-WGL-001,2023-03-04 08:43:00,2023-03-04 09:24:00,False,0
MR-2023-00225,SO-2023-00225,IND-PAN-001,2023-02-16 11:22:00,2023-02-16 11:43:00,False,0
MR-2023-00226,SO-2023-00226,IND-HBU-001,2023-02-16 09:31:00,2023-02-16 10:14:00,False,0
MR-2023-00227,SO-2023-00227,IND-BAT-001,2023-03-05 11:59:00,2023-03-05 15:58:00,True,27
MR-2023-00228,SO-2023-00228,OUT-STR-001,2023-02-28 08:49:00,2023-02-28 16:28:00,True,12
MR-2023-00229,SO-2023-00229,IND-WGL-001,2023-03-05 09:59:00,2023-03-05 10:27:00,False,0
MR-2023-00230,SO-2023-00230,IND-HBU-001,2023-02-04 07:21:00,2023-02-04 07:47:00,False,0
MR-2023-00231,SO-2023-00231,IND-PAN-001,2023-02-11 12:01:00,2023-02-11 16:25:00,True,22
MR-2023-00232,SO-2023-00232,IND-WGL-001,2023-02-23 11:42:00,2023-02-23 12:10:00,False,0
MR-2023-00233,SO-2023-00233,OUT-STR-001,2023-02-08 08:43:00,2023-02-08 09:01:00,False,0
MR-2023-00234,SO-2023-00234,OUT-STR-001,2023-02-17 12:25:00,2023-02-17 12:39:00,False,0
MR-2023-00235,SO-2023-00235,OUT-FLD-001,2023-02-10 09:32:00,2023-02-10 09:46:00,False,0
MR-2023-00236,SO-2023-00236,OUT-FLD-001,2023-02-16 09:49:00,2023-02-16 12:10:00,True,5
MR-2023-00237,SO-2023-00237,IND-COB-001,2023-02-15 07:10:00,2023-02-15 07:30:00,False,0
MR-2023-00238,SO-2023-00238,IND-BAT-001,2023-02-11 08:45:00,2023-02-11 09:29:00,False,0
MR-2023-00239,SO-2023-00239,OUT-STR-001,2023-02-15 14:07:00,2023-02-15 14:46:00,False,0
MR-2023-00240,SO-2023-00240,IND-PAN-001,2023-02-25 08:34:00,2023-02-25 09:08:00,False,0
MR-2023-00241,SO-2023-00241,IND-PAN-001,2023-02-04 10:26:00,2023-02-04 10:48:00,False,0
MR-2023-00242,SO-2023-00242,IND-HBU-001,2023-02-03 11:25:00,2023-02-03 11:58:00,False,0
MR-2023-00243,SO-2023-00243,OUT-STR-001,2023-02-05 08:54:00,2023-02-05 09:18:00,False,0
